"","N","DE","P.DE","FDR"
"MIKKELSEN_ES_ICP_WITH_H3K4ME3",718,22,3.2430529348552e-09,1.53234251171908e-05
"MIKKELSEN_NPC_ICP_WITH_H3K4ME3",445,12,1.8684134774498e-05,0.0387446563563579
"MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN",77,5,2.45997818135605e-05,0.0387446563563579
"PILON_KLF1_TARGETS_DN",1972,27,3.34244148687754e-05,0.0394825900637409
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP",338,10,6.81655714855937e-05,0.0644164650538861
"MORI_MATURE_B_LYMPHOCYTE_UP",90,5,9.39303705749326e-05,0.0688545920757794
"WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_UP",31,3,0.000107646455373312,0.0688545920757794
"SASSON_RESPONSE_TO_FORSKOLIN_DN",88,5,0.000118413991497353,0.0688545920757794
"RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN",245,8,0.000143910326427629,0.0688545920757794
"RUTELLA_RESPONSE_TO_HGF_DN",235,8,0.000147493071764282,0.0688545920757794
"XU_RESPONSE_TO_TRETINOIN_DN",13,2,0.000174753254909802,0.0688545920757794
"WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP",265,8,0.00017910415187049,0.0688545920757794
"BIOCARTA_ETS_PATHWAY",18,2,0.000196396492560112,0.0688545920757794
"CHESLER_BRAIN_QTL_CIS",75,4,0.000204013606150458,0.0688545920757794
"BROWNE_HCMV_INFECTION_14HR_DN",298,9,0.000236374582755317,0.0744579935679248
"ZHAN_MULTIPLE_MYELOMA_SUBGROUPS",30,2,0.000259356351185168,0.0744767926205228
"CAIRO_HEPATOBLASTOMA_UP",207,7,0.000267958830592357,0.0744767926205228
"NADLER_OBESITY_DN",48,3,0.000355925761048856,0.0881244156194066
"MILI_PSEUDOPODIA",43,3,0.00039331432037806,0.0881244156194066
"ZHOU_TNF_SIGNALING_4HR",54,3,0.000417122130418769,0.0881244156194066
