"","N","DE","P.DE","FDR"
"CLAUS_PGR_POSITIVE_MENINGIOMA_DN",12,3,2.5547925830632e-05,0.0619739472956418
"DAZARD_RESPONSE_TO_UV_SCC_DN",123,8,4.49859728114598e-05,0.0619739472956418
"BIOCARTA_ARF_PATHWAY",17,3,8.32135152744083e-05,0.0619739472956418
"FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP",53,4,8.60947250138393e-05,0.0619739472956418
"KEGG_NOTCH_SIGNALING_PATHWAY",47,5,8.63886003653801e-05,0.0619739472956418
"CAFFAREL_RESPONSE_TO_THC_8HR_3_DN",10,2,9.08179141773853e-05,0.0619739472956418
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,6,9.18132552528027e-05,0.0619739472956418
"BAELDE_DIABETIC_NEPHROPATHY_UP",86,6,0.000140501886060329,0.0761331966278324
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_DN",16,3,0.000145015612624443,0.0761331966278324
"GRATIAS_RETINOBLASTOMA_16Q24",17,3,0.000212470208917419,0.100392173713481
"GHO_ATF5_TARGETS_DN",16,2,0.000234839240684499,0.100874128384933
"WEST_ADRENOCORTICAL_TUMOR_DN",546,18,0.000290354544107264,0.104768262875026
"MARTENS_BOUND_BY_PML_RARA_FUSION",456,17,0.000324472998199131,0.104768262875026
"LIM_MAMMARY_STEM_CELL_UP",489,20,0.000341302828951533,0.104768262875026
"MANTOVANI_NFKB_TARGETS_DN",11,2,0.000369401540328347,0.104768262875026
"BLALOCK_ALZHEIMERS_DISEASE_UP",1691,36,0.00039423830854002,0.104768262875026
"GENTILE_UV_RESPONSE_CLUSTER_D8",40,4,0.000396318974191632,0.104768262875026
"KEGG_RNA_POLYMERASE",29,2,0.00039911719190486,0.104768262875026
"KAUFFMANN_DNA_REPAIR_GENES",230,7,0.000432130118413165,0.107463937342221
"BOUDOUKHA_BOUND_BY_IGF2BP2",111,5,0.000464151745994382,0.108573434630617
