"","Term","Ont","N","DE","P.DE","FDR"
"GO:0006810","transport","BP",4238,57,3.54830797429636e-05,0.266985395589122
"GO:0019900","kinase binding","MF",567,16,6.46724764497875e-05,0.266985395589122
"GO:0051234","establishment of localization","BP",4359,57,8.34727621704133e-05,0.266985395589122
"GO:1900040","regulation of interleukin-2 secretion","BP",8,3,8.7479874317812e-05,0.266985395589122
"GO:0008289","lipid binding","MF",593,16,9.64402255982843e-05,0.266985395589122
"GO:0030036","actin cytoskeleton organization","BP",529,16,9.71792466091828e-05,0.266985395589122
"GO:0070970","interleukin-2 secretion","BP",10,3,0.000116730710524895,0.266985395589122
"GO:0043231","intracellular membrane-bounded organelle","CC",10006,95,0.000158834191756391,0.266985395589122
"GO:0004879","RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding","MF",45,5,0.000170022177717176,0.266985395589122
"GO:0098531","transcription factor activity, direct ligand regulated sequence-specific DNA binding","MF",45,5,0.000170022177717176,0.266985395589122
"GO:0051128","regulation of cellular component organization","BP",2082,35,0.000182758088819905,0.266985395589122
"GO:0030029","actin filament-based process","BP",612,17,0.000183918567476806,0.266985395589122
"GO:0043226","organelle","CC",11956,109,0.000196286361826931,0.266985395589122
"GO:0043229","intracellular organelle","CC",10985,102,0.000206186170425426,0.266985395589122
"GO:0044424","intracellular part","CC",12588,113,0.000215130296262945,0.266985395589122
"GO:0016358","dendrite development","BP",170,9,0.00022550576390305,0.266985395589122
"GO:0007010","cytoskeleton organization","BP",1048,22,0.000231989711464324,0.266985395589122
"GO:0019901","protein kinase binding","MF",506,14,0.000241552785016939,0.266985395589122
"GO:0005543","phospholipid binding","MF",314,11,0.0002419037919024,0.266985395589122
"GO:0090107","regulation of high-density lipoprotein particle assembly","BP",3,2,0.000260806748501772,0.273455875804108
"GO:0044765","single-organism transport","BP",2538,38,0.000352162855408491,0.35165976561505
"GO:1902589","single-organism organelle organization","BP",1551,26,0.000377306064412326,0.359641280487567
"GO:0040023","establishment of nucleus localization","BP",13,3,0.000413471841669887,0.376978457383371
"GO:0005737","cytoplasm","CC",9863,95,0.000476866987741248,0.403471987869204
"GO:0043933","macromolecular complex subunit organization","BP",2239,31,0.000481991735213402,0.403471987869204
"GO:0055088","lipid homeostasis","BP",119,6,0.000500251391731011,0.403471987869204
"GO:0035091","phosphatidylinositol binding","MF",192,8,0.000524517437740004,0.40737520997807
"GO:0034377","plasma lipoprotein particle assembly","BP",20,3,0.000560238620204065,0.419578709488544
"GO:0005622","intracellular","CC",12889,114,0.000620269353335691,0.439440951431011
"GO:0001302","replicative cell aging","BP",6,2,0.000628670889028628,0.439440951431011
