"","N","DE","P.DE","FDR"
"REACTOME_ENDOGENOUS_STEROLS",15,3,0.000101774874938544,0.139789078671975
"SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP",6,2,0.000131329294983747,0.139789078671975
"CROMER_TUMORIGENESIS_DN",51,5,0.000148155677509317,0.139789078671975
"LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN",114,8,0.000175692482964688,0.139789078671975
"CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS",50,6,0.000203991879401095,0.139789078671975
"HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER",7,2,0.000212721626579736,0.139789078671975
"REACTOME_OLFACTORY_SIGNALING_PATHWAY",328,8,0.000224480670548637,0.139789078671975
"LABBE_WNT3A_TARGETS_DN",97,7,0.000236679921561016,0.139789078671975
"MIKKELSEN_MEF_HCP_WITH_H3K27ME3",590,30,0.000328841080309976,0.172641567162738
"ZEMBUTSU_SENSITIVITY_TO_VINBLASTINE",18,3,0.000509753139143035,0.218307642909286
"KEGG_OLFACTORY_TRANSDUCTION",389,9,0.000548394796083505,0.218307642909286
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP",450,18,0.00055494535121024,0.218307642909286
"REACTOME_STEROID_HORMONES",29,3,0.000600634784723962,0.218307642909286
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN",62,5,0.000810504706801166,0.23350724790843
"YANG_BCL3_TARGETS_DN",8,2,0.000874254893479461,0.23350724790843
"YAGUE_PRETUMOR_DRUG_RESISTANCE_DN",13,3,0.000896636147917074,0.23350724790843
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION",12,1,0.000906325838177014,0.23350724790843
"REACTOME_PYRIMIDINE_CATABOLISM",12,2,0.000937941700154868,0.23350724790843
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",51,4,0.000938970943970408,0.23350724790843
"GRADE_COLON_AND_RECTAL_CANCER_DN",101,7,0.00106074532196079,0.243743611856802
