"","N","DE","P.DE","FDR"
"MARTENS_BOUND_BY_PML_RARA_FUSION",456,17,5.35772187936309e-07,0.00253152358799906
"BIOCARTA_CFTR_PATHWAY",12,3,3.5288782914884e-06,0.00833697496364135
"DODD_NASOPHARYNGEAL_CARCINOMA_UP",1821,32,7.04633383902258e-06,0.0110979757964606
"MIKI_COEXPRESSED_WITH_CYP19A1",7,2,3.68094204848305e-05,0.0434811279477061
"BIOCARTA_MCALPAIN_PATHWAY",25,3,7.23457971049424e-05,0.0683667782641706
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION",12,1,0.000117186197951508,0.0922841308868127
"PID_IL1_PATHWAY",34,3,0.000146278605883464,0.0987380589713384
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",49,4,0.000170015949135879,0.100415669958379
"SHI_SPARC_TARGETS_DN",13,2,0.000197794118978971,0.101262400042277
"WEIGEL_OXIDATIVE_STRESS_RESPONSE",35,3,0.000243430561202061,0.101262400042277
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",482,12,0.000247014914680653,0.101262400042277
"SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN",514,12,0.000257174349313719,0.101262400042277
"KYNG_RESPONSE_TO_H2O2_VIA_ERCC6",17,2,0.000330119305240092,0.119985670558418
"CHANG_IMMORTALIZED_BY_HPV31_UP",84,4,0.000374428435804482,0.120366061504574
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",20,2,0.000391279935693497,0.120366061504574
"KOBAYASHI_EGFR_SIGNALING_6HR_UP",7,1,0.000461706733734087,0.120366061504574
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,4,0.000470067976190732,0.120366061504574
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_14",6,1,0.000516404326183851,0.120366061504574
"ZWANG_EGF_INTERVAL_UP",105,4,0.000525570629446624,0.120366061504574
"LIM_MAMMARY_STEM_CELL_UP",489,14,0.00059576704951184,0.120366061504574
