"","Term","Ont","N","DE","P.DE","FDR"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",321,14,1.30405518916281e-11,1.36730186583721e-07
"GO:0004984","olfactory receptor activity","MF",321,14,1.30405518916281e-11,1.36730186583721e-07
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",362,14,1.85701861916145e-10,1.1000993001423e-06
"GO:0007608","sensory perception of smell","BP",345,14,2.09842498834964e-10,1.1000993001423e-06
"GO:0050906","detection of stimulus involved in sensory perception","BP",407,15,1.31673625112597e-09,5.52239183722233e-06
"GO:0009593","detection of chemical stimulus","BP",397,14,2.93160973988261e-09,1.02459760408897e-05
"GO:0007606","sensory perception of chemical stimulus","BP",411,14,1.07702407788369e-08,3.22645641617443e-05
"GO:0051606","detection of stimulus","BP",558,16,2.03805874746421e-07,0.000534226149179057
"GO:0007600","sensory perception","BP",813,18,5.37920336961286e-05,0.12533543851198
"GO:0050877","neurological system process","BP",1115,23,8.57313901598853e-05,0.17977872516528
"GO:0004930","G-protein coupled receptor activity","MF",726,15,0.000122752829282149,0.234011530004243
"GO:0000146","microfilament motor activity","MF",22,4,0.000137963054856012,0.241090438360881
"GO:0003008","system process","BP",1786,32,0.000183730063801893,0.296370725994285
"GO:0031224","intrinsic component of membrane","CC",4930,64,0.000232835148751402,0.319215701816757
"GO:0060089","molecular transducer activity","MF",1442,26,0.000243559906011831,0.319215701816757
"GO:0004872","receptor activity","MF",1442,26,0.000243559906011831,0.319215701816757
"GO:0046965","retinoid X receptor binding","MF",15,3,0.00028960467924368,0.357235889631763
"GO:0030002","cellular anion homeostasis","BP",13,3,0.000325544975677958,0.37197126038157
"GO:0030883","endogenous lipid antigen binding","MF",5,2,0.000372503408107438,0.37197126038157
"GO:0030884","exogenous lipid antigen binding","MF",5,2,0.000372503408107438,0.37197126038157
"GO:0030882","lipid antigen binding","MF",5,2,0.000372503408107438,0.37197126038157
"GO:2000721","positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation","BP",3,2,0.000412996991406811,0.391460457819461
"GO:0005886","plasma membrane","CC",4575,63,0.000429355771571178,0.391460457819461
"GO:0005859","muscle myosin complex","CC",19,3,0.000544510752186867,0.475766269723275
"GO:0044425","membrane part","CC",5965,72,0.000720673999328527,0.604501350636768
"GO:0007186","G-protein coupled receptor signaling pathway","BP",1094,19,0.000758534008792717,0.61178685247628
"GO:0071944","cell periphery","CC",4677,63,0.00082821065311117,0.643243607249675
"GO:0071723","lipopeptide binding","MF",8,2,0.000910332825981582,0.68177426288692
"GO:0055081","anion homeostasis","BP",18,3,0.00112318879275927,0.768164601561237
"GO:0016021","integral component of membrane","CC",4813,60,0.00114824562054461,0.768164601561237
