"","N","DE","P.DE","FDR"
"REACTOME_OLFACTORY_SIGNALING_PATHWAY",328,12,2.27674718287285e-10,1.07576304390742e-06
"KEGG_OLFACTORY_TRANSDUCTION",389,12,7.19312564080481e-09,1.69937593264014e-05
"ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN",940,23,6.99580266490553e-07,0.000973775576384994
"SU_THYMUS",20,4,8.24360276304757e-07,0.000973775576384994
"REACTOME_GPCR_DOWNSTREAM_SIGNALING",805,17,1.51040747627471e-05,0.014273350650796
"HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER",7,2,2.60747072668919e-05,0.0205338319726774
"ZEMBUTSU_SENSITIVITY_TO_VINBLASTINE",18,3,3.2636672580901e-05,0.0220297539921082
"LEE_DOUBLE_POLAR_THYMOCYTE",27,3,0.000109975131008688,0.0649540617520065
"REACTOME_SIGNALING_BY_GPCR",920,17,0.000145855429153153,0.0765741003054054
"KONDO_PROSTATE_CANCER_WITH_H3K27ME3",196,7,0.000181308210828947,0.0856681296166776
"REACTOME_SIGNALING_BY_FGFR1_MUTANTS",30,3,0.000223693713351608,0.0960866177805769
"REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1",11,2,0.000249390900254098,0.0981976669750513
"REACTOME_INFLAMMASOMES",17,2,0.000341049196442934,0.12395826563022
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION",12,2,0.000402527119012817,0.132285933981316
"REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION",12,2,0.00041995534597243,0.132285933981316
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN",315,9,0.00046245772216676,0.132598399445767
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION",14,2,0.000534435383920171,0.132598399445767
"OZANNE_AP1_TARGETS_UP",18,2,0.000555130015315455,0.132598399445767
"MARSON_FOXP3_CORE_DIRECT_TARGETS",19,2,0.000587788707913199,0.132598399445767
"CAMPS_COLON_CANCER_COPY_NUMBER_DN",74,3,0.000594835056945481,0.132598399445767
