"","N","DE","P.DE","FDR"
"MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3",1069,87,4.99305296325444e-12,2.35921752513772e-08
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN",460,43,4.650073961056e-10,1.09857997329948e-06
"BENPORATH_SUZ12_TARGETS",1038,79,1.61092555423016e-09,2.53720774791249e-06
"BENPORATH_ES_WITH_H3K27ME3",1118,85,3.15329407838992e-09,3.72482863009809e-06
"BENPORATH_EED_TARGETS",1062,77,8.40118337400492e-09,7.93911828843465e-06
"SMID_BREAST_CANCER_LUMINAL_B_DN",564,39,2.16295973012002e-08,1.70333078746952e-05
"SMID_BREAST_CANCER_BASAL_UP",648,41,9.95321785027477e-08,6.71842204893547e-05
"VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP",175,22,1.24575558685073e-07,7.35774393483713e-05
"HATADA_METHYLATED_IN_LUNG_CANCER_UP",390,36,1.52419318413246e-07,8.00201421669542e-05
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP",351,30,9.34685739358395e-07,0.000441639011846842
"NABA_MATRISOME",1028,52,2.24421138675351e-06,0.000963990800219121
"SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN",21,5,6.10719610405737e-06,0.00240470846597259
"VANTVEER_BREAST_CANCER_ESR1_DN",240,17,8.07500611919219e-06,0.00293495414716793
"MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3",349,33,1.17676707019493e-05,0.0039715888619079
"DOANE_BREAST_CANCER_ESR1_DN",48,8,1.31386825245042e-05,0.00413868499521884
"LINDGREN_BLADDER_CANCER_CLUSTER_2B",392,27,1.74971343143087e-05,0.00501601751563692
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP",205,19,1.9268317794513e-05,0.00501601751563692
"LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP",83,10,1.98415480567769e-05,0.00501601751563692
"BENPORATH_PRC2_TARGETS",652,49,2.01702291634077e-05,0.00501601751563692
"NABA_SECRETED_FACTORS",344,21,2.38468179036744e-05,0.00563381072974309
