"","N","DE","P.DE","FDR"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,101,3.88174453554298e-14,1.83412429304406e-10
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,83,2.55834898306011e-10,6.0440994724795e-07
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",483,56,3.98987781679344e-08,6.28405756144966e-05
"BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN",88,21,1.26512175813523e-07,0.000149442507679724
"GOZGIT_ESR1_TARGETS_DN",781,75,2.53774681549356e-07,0.000202327847381702
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",485,51,2.56924250643431e-07,0.000202327847381702
"CUI_TCF21_TARGETS_2_DN",830,79,3.53268362377191e-06,0.00238456144604604
"TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN",321,38,7.87542333785929e-06,0.00465142190892314
"BHAT_ESR1_TARGETS_VIA_AKT1_DN",82,16,1.4654218872047e-05,0.00701311350229377
"SMID_BREAST_CANCER_BASAL_DN",701,65,1.48425682588228e-05,0.00701311350229377
"YANG_BREAST_CANCER_ESR1_UP",36,10,2.13238852679021e-05,0.00915957799007612
"NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON",21,6,2.94539132271757e-05,0.0115974783332004
"KONDO_EZH2_TARGETS",245,28,4.4854413717979e-05,0.016302854216727
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",482,45,5.82886661283269e-05,0.0196724248183103
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,12,7.08467701966088e-05,0.0223167326119318
"ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF",516,46,8.62058531949899e-05,0.0239492097983564
"ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN",52,11,8.89730258311672e-05,0.0239492097983564
"ONDER_CDH1_TARGETS_2_UP",256,33,9.12350849461196e-05,0.0239492097983564
"CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP",85,13,0.000110426438675576,0.0253051901226659
"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL",326,32,0.000111175534438111,0.0253051901226659
