"","N","DE","P.DE","FDR"
"KOBAYASHI_EGFR_SIGNALING_6HR_UP",7,2,1.71455023669526e-05,0.057971171426192
"YEMELYANOV_GR_TARGETS_DN",10,3,2.64513400196262e-05,0.057971171426192
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,7,3.68070929690108e-05,0.057971171426192
"OUYANG_PROSTATE_CANCER_PROGRESSION_UP",20,3,0.000178192779718424,0.118324395741565
"ZIRN_TRETINOIN_RESPONSE_WT1_UP",23,4,0.000206222817778057,0.118324395741565
"REACTOME_RNA_POL_III_CHAIN_ELONGATION",17,2,0.000222171778965129,0.118324395741565
"LUI_THYROID_CANCER_CLUSTER_1",51,5,0.000271931036143761,0.118324395741565
"ST_JAK_STAT_PATHWAY",9,2,0.000273941363222334,0.118324395741565
"LIM_MAMMARY_STEM_CELL_UP",489,23,0.000280809102333653,0.118324395741565
"BIOCARTA_TGFB_PATHWAY",19,3,0.000301664350227276,0.118324395741565
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",537,19,0.000301830991370387,0.118324395741565
"BIOCARTA_IL7_PATHWAY",17,3,0.000326859401424892,0.118324395741565
"BLALOCK_ALZHEIMERS_DISEASE_UP",1691,42,0.000348388166983689,0.118324395741565
"TESAR_ALK_TARGETS_HUMAN_ES_5D_UP",5,2,0.000363488100895983,0.118324395741565
"REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION",19,2,0.000375633002354174,0.118324395741565
"BIOCARTA_PPARA_PATHWAY",58,5,0.00045054526147895,0.133051647530502
"KOBAYASHI_EGFR_SIGNALING_24HR_UP",101,6,0.000515886036244169,0.141152241558871
"LINDGREN_BLADDER_CANCER_CLUSTER_3_DN",229,11,0.000537722824986174,0.141152241558871
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",46,4,0.000633935786758476,0.151738417128631
"REACTOME_NEPHRIN_INTERACTIONS",20,3,0.000695891882116678,0.151738417128631
