"","N","DE","P.DE","FDR"
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,47,1.33543732867315e-08,6.30994137798062e-05
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,48,3.42673242454543e-07,0.000809565535298858
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",720,37,3.3572281200457e-06,0.00528763428907197
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",482,29,5.80729845274106e-06,0.00685987129730038
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,9,1.83071197698321e-05,0.0153537875249333
"CUI_TCF21_TARGETS_2_DN",830,44,1.94968730475344e-05,0.0153537875249333
"YANG_BREAST_CANCER_ESR1_UP",36,7,2.64793308961209e-05,0.0178735483548816
"ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN",228,15,3.94061645628026e-05,0.0232742659449053
"HUANG_DASATINIB_RESISTANCE_DN",69,8,6.09507054939041e-05,0.0319991203842996
"CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP",380,23,7.12314995500194e-05,0.0321160111612205
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",537,28,7.47674333912011e-05,0.0321160111612205
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",483,27,0.00011268099512026,0.0443681418286025
"SMID_BREAST_CANCER_NORMAL_LIKE_DN",6,2,0.000186040335473331,0.0676185065470377
"BIOCARTA_RHO_PATHWAY",32,4,0.000233804806494951,0.0741508900515021
"CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP",85,8,0.000271730647268489,0.0741508900515021
"GENTLES_LEUKEMIC_STEM_CELL_UP",29,5,0.000289935608291467,0.0741508900515021
"MENSE_HYPOXIA_UP",98,8,0.00029622240831934,0.0741508900515021
"TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN",321,20,0.000299363836166927,0.0741508900515021
"MASSARWEH_TAMOXIFEN_RESISTANCE_UP",578,29,0.000315986736440607,0.0741508900515021
"SMID_BREAST_CANCER_BASAL_DN",701,34,0.000319512898512346,0.0741508900515021
