"","N","DE","P.DE","FDR"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,85,2.70317355010626e-13,1.27724950242521e-09
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,77,6.56897972891396e-13,1.55192146095592e-09
"BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN",88,23,7.35275331391678e-11,1.15805864694189e-07
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",482,46,5.55045165986542e-08,6.55647102321603e-05
"CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP",380,40,7.06718749833776e-08,6.67849218592919e-05
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",483,46,2.83913314667392e-07,0.000223581735300571
"GOZGIT_ESR1_TARGETS_DN",781,63,4.01192327813102e-07,0.000270804821273844
"TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN",321,35,7.28208194445676e-07,0.000377316317058191
"DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN",505,47,7.7415956312282e-07,0.000377316317058191
"BHAT_ESR1_TARGETS_VIA_AKT1_DN",82,16,7.98553051975008e-07,0.000377316317058191
"CUI_TCF21_TARGETS_2_DN",830,68,1.28686586708165e-06,0.000545166998152687
"SMID_BREAST_CANCER_BASAL_DN",701,58,1.38455110641952e-06,0.000545166998152687
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",485,41,2.85558782560896e-06,0.00103789634430787
"VANTVEER_BREAST_CANCER_ESR1_UP",167,20,7.74024035740848e-06,0.00251187587732387
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,12,7.97420913436151e-06,0.00251187587732387
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",537,43,8.50708894784139e-06,0.00251224970490941
"YANG_BREAST_CANCER_ESR1_UP",36,9,2.09307288468012e-05,0.00581751140006681
"HUANG_DASATINIB_RESISTANCE_DN",69,11,2.87031757539238e-05,0.00753458363540501
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",720,50,3.07849913012303e-05,0.00765574125780597
"ABBUD_LIF_SIGNALING_2_UP",14,5,4.64251985260866e-05,0.010967953151788
