"","N","DE","P.DE","FDR"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,81,7.46034954208753e-13,3.52501515863636e-09
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,70,5.51642927077489e-11,1.30325641522057e-07
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",485,46,5.07797168139198e-09,7.99780539819237e-06
"CUI_TCF21_TARGETS_2_DN",830,69,7.56384836104568e-08,8.93479587648521e-05
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",483,42,2.30487221537609e-06,0.00186563844193509
"PASINI_SUZ12_TARGETS_DN",315,33,2.36906468817154e-06,0.00186563844193509
"BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN",88,16,3.41061150475993e-06,0.00218390127908585
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,12,3.69761063125646e-06,0.00218390127908585
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",537,42,5.25202317176716e-06,0.00275731216517776
"KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3",824,58,9.96711488378722e-06,0.00470946178258946
"GOZGIT_ESR1_TARGETS_DN",781,55,2.21089769151427e-05,0.00949681053854995
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",720,48,3.58428073510387e-05,0.0139026019344865
"BHAT_ESR1_TARGETS_VIA_AKT1_DN",82,13,3.82505450049364e-05,0.0139026019344865
"VANTVEER_BREAST_CANCER_ESR1_UP",167,18,4.25353191806244e-05,0.0143556702234607
"TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN",321,29,6.9396105509997e-05,0.0217130055275094
"YANG_BREAST_CANCER_ESR1_UP",36,8,7.99558672770334e-05,0.0217130055275094
"FARMER_BREAST_CANCER_APOCRINE_VS_BASAL",330,26,7.99922143117077e-05,0.0217130055275094
"SMID_BREAST_CANCER_BASAL_DN",701,50,8.58373997327144e-05,0.0217130055275094
"HUANG_DASATINIB_RESISTANCE_DN",69,10,8.82729427884635e-05,0.0217130055275094
"AMIT_EGF_RESPONSE_240_HELA",60,10,9.19069017037436e-05,0.0217130055275094
