"","Term","Ont","N","DE","P.DE","FDR"
"GO:0005515","protein binding","MF",8314,375,1.42245616021936e-06,0.0298289056797999
"GO:0005089","Rho guanyl-nucleotide exchange factor activity","MF",67,14,2.99998235127593e-05,0.314548149531282
"GO:0045184","establishment of protein localization","BP",1861,98,0.000187652456081535,0.929789518715633
"GO:0010927","cellular component assembly involved in morphogenesis","BP",290,25,0.000210999267583599,0.929789518715633
"GO:0007264","small GTPase mediated signal transduction","BP",519,41,0.000225775986069164,0.929789518715633
"GO:0042995","cell projection","CC",1705,106,0.000308727086597362,0.929789518715633
"GO:0002581","negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",3,3,0.000310373229900307,0.929789518715633
"GO:0005856","cytoskeleton","CC",1905,101,0.000629775905190116,1
"GO:0043473","pigmentation","BP",87,11,0.000724073955200055,1
"GO:0016192","vesicle-mediated transport","BP",1314,75,0.000826930489242494,1
"GO:0007266","Rho protein signal transduction","BP",139,16,0.00112533801857798,1
"GO:0030318","melanocyte differentiation","BP",24,6,0.00115571896366463,1
"GO:0032288","myelin assembly","BP",18,5,0.00115702717994401,1
"GO:1903053","regulation of extracellular matrix organization","BP",31,7,0.0011771527296682,1
"GO:0072386","plus-end-directed organelle transport along microtubule","BP",7,3,0.00125991352396709,1
"GO:0072383","plus-end-directed vesicle transport along microtubule","BP",7,3,0.00125991352396709,1
"GO:0008104","protein localization","BP",2262,113,0.00130847025783874,1
"GO:1902262","apoptotic process involved in patterning of blood vessels","BP",5,3,0.00136164684509501,1
"GO:0005929","cilium","CC",473,31,0.00139796826161722,1
"GO:0060033","anatomical structure regression","BP",11,4,0.00164088817349013,1
"GO:0015031","protein transport","BP",1709,85,0.00176425181522017,1
"GO:0002578","negative regulation of antigen processing and presentation","BP",6,3,0.00179143605366774,1
"GO:0010715","regulation of extracellular matrix disassembly","BP",15,5,0.00180114653509031,1
"GO:0002580","regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",5,3,0.00182648081140133,1
"GO:0044463","cell projection part","CC",871,58,0.0019230401875141,1
"GO:0035023","regulation of Rho protein signal transduction","BP",100,13,0.00209556442842717,1
"GO:0019003","GDP binding","MF",48,6,0.00220765274308025,1
"GO:0048066","developmental pigmentation","BP",43,7,0.0023502836294373,1
"GO:1904425","negative regulation of GTP binding","BP",2,2,0.0024124491144801,1
"GO:1904424","regulation of GTP binding","BP",6,3,0.00243770234134317,1
