"","N","DE","P.DE","FDR"
"KEGG_NOTCH_SIGNALING_PATHWAY",47,6,2.60563969996484e-06,0.00605603734196498
"LOPEZ_MBD_TARGETS",957,23,2.88589953634712e-06,0.00605603734196498
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,7,3.84510307426348e-06,0.00605603734196498
"GARY_CD5_TARGETS_UP",473,15,8.15664230923951e-06,0.00963503372778917
"PUJANA_BREAST_CANCER_LIT_INT_NETWORK",101,6,1.42726412925128e-05,0.0134876460214246
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",23,3,2.11950021547569e-05,0.0166910641968711
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",20,3,2.75378588047651e-05,0.0185880546932164
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",53,4,5.40624647544206e-05,0.0313326386997587
"MIKI_COEXPRESSED_WITH_CYP19A1",7,2,5.96812165709689e-05,0.0313326386997587
"LINDGREN_BLADDER_CANCER_CLUSTER_3_DN",229,10,8.57584888197306e-05,0.0357466819751922
"ST_JAK_STAT_PATHWAY",9,2,9.02857527033471e-05,0.0357466819751922
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",60,4,9.07852240639803e-05,0.0357466819751922
"SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP",15,2,0.00013017105628377,0.0473121723800626
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,22,0.000145695562892931,0.0491722524763642
"GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN",335,11,0.00020803424925176,0.0606998131369115
"MANTOVANI_NFKB_TARGETS_DN",11,2,0.000216873456715627,0.0606998131369115
"PID_PS1_PATHWAY",46,4,0.000233756113431316,0.0606998131369115
"PID_P73PATHWAY",79,5,0.000252447464489826,0.0606998131369115
"KIM_GLIS2_TARGETS_DN",6,1,0.000253664218648367,0.0606998131369115
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",38,3,0.000265923792082289,0.0606998131369115
